Datetime (UTC),Country,Zone name,Zone id,Carbon intensity gCO₂eq/kWh (direct),Carbon intensity gCO₂eq/kWh (Life cycle),Carbon-free energy percentage (CFE%),Renewable energy percentage (RE%),Data source,Data estimated,Data estimation method
2024-01-01 00:00:00,Portugal,Portugal,PT,92.93,118.8,86.43,70.06,entsoe.eu,false,
2024-01-01 01:00:00,Portugal,Portugal,PT,85.58,125.76,83.54,62.07,entsoe.eu,false,
2024-01-01 02:00:00,Portugal,Portugal,PT,71.31,117.26,83.73,63.05,entsoe.eu,false,
2024-01-01 03:00:00,Portugal,Portugal,PT,76.13,124.03,82.7,60.23,entsoe.eu,false,
2024-01-01 04:00:00,Portugal,Portugal,PT,77.19,125.17,82.33,59.94,entsoe.eu,false,
2024-01-01 05:00:00,Portugal,Portugal,PT,77.01,124.72,82.44,60.21,entsoe.eu,false,
2024-01-01 06:00:00,Portugal,Portugal,PT,83.61,134.58,80.92,56.37,entsoe.eu,false,
2024-01-01 07:00:00,Portugal,Portugal,PT,83.84,135.09,80.91,56.29,entsoe.eu,false,
2024-01-01 08:00:00,Portugal,Portugal,PT,83.52,135.77,80.77,57.6,entsoe.eu,false,
2024-01-01 09:00:00,Portugal,Portugal,PT,64.91,112.28,85.18,65.14,entsoe.eu,false,
2024-01-01 10:00:00,Portugal,Portugal,PT,50.56,94.81,88.56,72.09,entsoe.eu,false,
2024-01-01 11:00:00,Portugal,Portugal,PT,45.0,85.46,89.94,73.98,entsoe.eu,false,
2024-01-01 12:00:00,Portugal,Portugal,PT,42.44,81.77,90.52,74.87,entsoe.eu,false,
2024-01-01 13:00:00,Portugal,Portugal,PT,43.58,83.3,90.22,76.13,entsoe.eu,false,
2024-01-01 14:00:00,Portugal,Portugal,PT,44.31,84.88,90.02,76.86,entsoe.eu,false,
2024-01-01 15:00:00,Portugal,Portugal,PT,46.64,87.95,89.48,74.98,entsoe.eu,false,
2024-01-01 16:00:00,Portugal,Portugal,PT,60.58,103.73,86.18,66.57,entsoe.eu,false,
2024-01-01 17:00:00,Portugal,Portugal,PT,79.4,97.15,90.12,76.59,entsoe.eu,false,
2024-01-01 18:00:00,Portugal,Portugal,PT,75.69,85.25,92.81,83.71,entsoe.eu,false,
2024-01-01 19:00:00,Portugal,Portugal,PT,73.68,78.78,94.21,88.04,entsoe.eu,false,
2024-01-01 20:00:00,Portugal,Portugal,PT,65.4,74.91,94.2,88.52,entsoe.eu,false,
2024-01-01 21:00:00,Portugal,Portugal,PT,66.55,79.28,93.34,85.45,entsoe.eu,false,
2024-01-01 22:00:00,Portugal,Portugal,PT,45.94,81.46,90.17,75.87,entsoe.eu,false,
2024-01-01 23:00:00,Portugal,Portugal,PT,43.22,78.78,90.2,76.3,entsoe.eu,false,
2024-01-02 00:00:00,Portugal,Portugal,PT,41.72,76.87,90.54,77.21,entsoe.eu,false,
2024-01-02 01:00:00,Portugal,Portugal,PT,42.95,78.93,90.17,76.93,entsoe.eu,false,
2024-01-02 02:00:00,Portugal,Portugal,PT,40.66,75.64,90.73,77.71,entsoe.eu,false,
2024-01-02 03:00:00,Portugal,Portugal,PT,37.87,72.05,91.35,79.31,entsoe.eu,false,
2024-01-02 04:00:00,Portugal,Portugal,PT,37.42,71.72,91.41,80.35,entsoe.eu,false,
2024-01-02 05:00:00,Portugal,Portugal,PT,36.89,71.4,91.54,80.94,entsoe.eu,false,
2024-01-02 06:00:00,Portugal,Portugal,PT,35.97,69.69,91.74,81.86,entsoe.eu,false,
2024-01-02 07:00:00,Portugal,Portugal,PT,25.22,56.04,94.53,92.09,entsoe.eu,false,
2024-01-02 08:00:00,Portugal,Portugal,PT,36.59,56.39,95.81,95.81,entsoe.eu,false,
2024-01-02 09:00:00,Portugal,Portugal,PT,29.45,55.67,95.14,93.17,entsoe.eu,false,
2024-01-02 10:00:00,Portugal,Portugal,PT,23.91,55.48,94.51,89.87,entsoe.eu,false,
2024-01-02 11:00:00,Portugal,Portugal,PT,25.97,55.93,94.17,87.19,entsoe.eu,false,
2024-01-02 12:00:00,Portugal,Portugal,PT,25.52,54.99,94.32,87.09,entsoe.eu,false,
2024-01-02 13:00:00,Portugal,Portugal,PT,25.71,55.14,94.24,87.15,entsoe.eu,false,
2024-01-02 14:00:00,Portugal,Portugal,PT,24.58,53.57,94.5,87.85,entsoe.eu,false,
2024-01-02 15:00:00,Portugal,Portugal,PT,26.1,54.99,94.15,86.65,entsoe.eu,false,
2024-01-02 16:00:00,Portugal,Portugal,PT,27.81,56.41,93.87,88.22,entsoe.eu,false,
2024-01-02 17:00:00,Portugal,Portugal,PT,38.18,58.34,94.62,90.82,entsoe.eu,false,
2024-01-02 18:00:00,Portugal,Portugal,PT,46.86,57.46,95.95,94.1,entsoe.eu,false,
2024-01-02 19:00:00,Portugal,Portugal,PT,39.18,57.95,94.87,90.46,entsoe.eu,false,
2024-01-02 20:00:00,Portugal,Portugal,PT,36.71,60.36,93.81,86.87,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2024-01-02 21:00:00,Portugal,Portugal,PT,32.47,59.95,93.37,84.68,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2024-01-02 22:00:00,Portugal,Portugal,PT,26.09,55.34,94.28,85.12,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2024-01-02 23:00:00,Portugal,Portugal,PT,25.92,55.39,94.38,84.64,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2024-01-03 00:00:00,Portugal,Portugal,PT,32.13,63.61,92.87,81.5,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2024-01-03 01:00:00,Portugal,Portugal,PT,33.42,65.78,92.61,80.72,entsoe.eu,false,
2024-01-03 02:00:00,Portugal,Portugal,PT,33.27,65.47,92.66,80.32,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2024-01-03 03:00:00,Portugal,Portugal,PT,33.43,65.61,92.65,80.29,entsoe.eu,false,
2024-01-03 04:00:00,Portugal,Portugal,PT,34.88,67.41,92.3,79.43,entsoe.eu,false,
2024-01-03 05:00:00,Portugal,Portugal,PT,36.25,71.35,91.96,80.26,entsoe.eu,false,
2024-01-03 06:00:00,Portugal,Portugal,PT,40.03,73.49,91.98,82.06,entsoe.eu,false,
2024-01-03 07:00:00,Portugal,Portugal,PT,61.59,75.2,93.79,87.92,entsoe.eu,false,
2024-01-03 08:00:00,Portugal,Portugal,PT,65.66,75.12,94.12,89.29,entsoe.eu,false,
2024-01-03 09:00:00,Portugal,Portugal,PT,64.43,76.86,93.41,85.54,entsoe.eu,false,
2024-01-03 10:00:00,Portugal,Portugal,PT,56.15,74.68,92.97,82.81,entsoe.eu,false,
2024-01-03 11:00:00,Portugal,Portugal,PT,56.33,74.2,93.07,82.74,entsoe.eu,false,
2024-01-03 12:00:00,Portugal,Portugal,PT,58.31,77.08,92.53,82.29,entsoe.eu,false,
2024-01-03 13:00:00,Portugal,Portugal,PT,62.66,81.77,91.7,81.6,entsoe.eu,false,
2024-01-03 14:00:00,Portugal,Portugal,PT,75.41,98.91,88.16,77.11,entsoe.eu,false,
2024-01-03 15:00:00,Portugal,Portugal,PT,93.48,114.71,85.67,74.89,entsoe.eu,false,
2024-01-03 16:00:00,Portugal,Portugal,PT,104.27,127.28,82.97,73.63,entsoe.eu,false,
2024-01-03 17:00:00,Portugal,Portugal,PT,126.34,148.27,79.11,72.65,entsoe.eu,false,
2024-01-03 18:00:00,Portugal,Portugal,PT,126.38,146.27,79.47,75.21,entsoe.eu,false,
2024-01-03 19:00:00,Portugal,Portugal,PT,119.42,141.92,80.11,75.51,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2024-01-03 20:00:00,Portugal,Portugal,PT,120.93,146.43,78.78,73.81,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2024-01-03 21:00:00,Portugal,Portugal,PT,106.35,134.24,80.83,73.95,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2024-01-03 22:00:00,Portugal,Portugal,PT,87.98,121.94,82.68,71.32,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2024-01-03 23:00:00,Portugal,Portugal,PT,74.97,113.83,83.89,70.12,entsoe.eu,false,
2024-01-04 00:00:00,Portugal,Portugal,PT,68.88,111.8,84.04,68.32,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2024-01-04 01:00:00,Portugal,Portugal,PT,66.61,109.4,84.76,68.39,entsoe.eu,false,
2024-01-04 02:00:00,Portugal,Portugal,PT,65.96,108.39,85.01,68.68,entsoe.eu,false,
2024-01-04 03:00:00,Portugal,Portugal,PT,61.07,102.14,85.98,70.83,entsoe.eu,false,
2024-01-04 04:00:00,Portugal,Portugal,PT,58.16,99.06,86.57,73.47,entsoe.eu,false,
2024-01-04 05:00:00,Portugal,Portugal,PT,67.24,103.22,86.5,77.69,entsoe.eu,false,
2024-01-04 06:00:00,Portugal,Portugal,PT,71.85,90.86,90.25,88.97,entsoe.eu,false,
2024-01-04 07:00:00,Portugal,Portugal,PT,88.16,94.21,90.78,90.78,entsoe.eu,false,
2024-01-04 08:00:00,Portugal,Portugal,PT,92.77,101.46,88.62,88.62,entsoe.eu,false,
2024-01-04 09:00:00,Portugal,Portugal,PT,91.61,112.35,85.51,83.66,entsoe.eu,false,
2024-01-04 10:00:00,Portugal,Portugal,PT,91.77,117.14,84.34,79.62,entsoe.eu,false,
2024-01-04 11:00:00,Portugal,Portugal,PT,87.7,111.17,85.47,81.71,entsoe.eu,false,
2024-01-04 12:00:00,Portugal,Portugal,PT,78.73,105.71,86.04,81.96,entsoe.eu,false,
2024-01-04 13:00:00,Portugal,Portugal,PT,79.31,100.48,87.32,86.58,entsoe.eu,false,
2024-01-04 14:00:00,Portugal,Portugal,PT,82.74,94.93,88.94,88.94,entsoe.eu,false,
2024-01-04 15:00:00,Portugal,Portugal,PT,82.16,96.09,88.49,88.49,entsoe.eu,false,
2024-01-04 16:00:00,Portugal,Portugal,PT,83.95,100.32,87.24,87.24,entsoe.eu,false,
2024-01-04 17:00:00,Portugal,Portugal,PT,84.05,102.4,86.56,86.56,entsoe.eu,false,
2024-01-04 18:00:00,Portugal,Portugal,PT,86.56,104.1,86.31,86.31,entsoe.eu,false,
2024-01-04 19:00:00,Portugal,Portugal,PT,85.54,105.15,85.79,85.79,entsoe.eu,false,
2024-01-04 20:00:00,Portugal,Portugal,PT,87.44,103.85,86.49,86.49,entsoe.eu,false,
2024-01-04 21:00:00,Portugal,Portugal,PT,74.92,92.69,88.47,88.47,entsoe.eu,false,
2024-01-04 22:00:00,Portugal,Portugal,PT,49.48,86.44,87.37,85.61,entsoe.eu,false,
2024-01-04 23:00:00,Portugal,Portugal,PT,48.68,79.6,89.59,88.22,entsoe.eu,false,
2024-01-05 00:00:00,Portugal,Portugal,PT,26.0,56.68,94.25,92.25,entsoe.eu,false,
2024-01-05 01:00:00,Portugal,Portugal,PT,32.78,63.95,93.46,89.86,entsoe.eu,false,
2024-01-05 02:00:00,Portugal,Portugal,PT,37.36,74.25,91.35,84.76,entsoe.eu,false,
2024-01-05 03:00:00,Portugal,Portugal,PT,42.56,79.85,90.33,80.92,entsoe.eu,false,
2024-01-05 04:00:00,Portugal,Portugal,PT,39.95,73.34,91.98,86.74,entsoe.eu,false,
2024-01-05 05:00:00,Portugal,Portugal,PT,41.49,63.83,94.72,93.86,entsoe.eu,false,
2024-01-05 06:00:00,Portugal,Portugal,PT,56.3,59.75,96.79,96.79,entsoe.eu,false,
2024-01-05 07:00:00,Portugal,Portugal,PT,60.17,60.16,96.79,96.79,entsoe.eu,false,
2024-01-05 08:00:00,Portugal,Portugal,PT,58.03,61.05,96.29,96.29,entsoe.eu,false,
2024-01-05 09:00:00,Portugal,Portugal,PT,42.32,61.41,94.76,94.76,entsoe.eu,false,
2024-01-05 10:00:00,Portugal,Portugal,PT,30.97,64.49,92.86,87.44,entsoe.eu,false,
2024-01-05 11:00:00,Portugal,Portugal,PT,30.35,62.45,93.22,86.73,entsoe.eu,false,
2024-01-05 12:00:00,Portugal,Portugal,PT,29.32,60.86,93.45,86.95,entsoe.eu,false,
2024-01-05 13:00:00,Portugal,Portugal,PT,29.77,61.07,93.38,86.67,entsoe.eu,false,
2024-01-05 14:00:00,Portugal,Portugal,PT,30.27,62.09,93.19,86.22,entsoe.eu,false,
2024-01-05 15:00:00,Portugal,Portugal,PT,32.84,64.72,92.53,84.99,entsoe.eu,false,
2024-01-05 16:00:00,Portugal,Portugal,PT,46.78,71.58,92.12,85.56,entsoe.eu,false,
2024-01-05 17:00:00,Portugal,Portugal,PT,53.17,70.44,93.05,88.75,entsoe.eu,false,
2024-01-05 18:00:00,Portugal,Portugal,PT,54.92,67.46,94.07,91.2,entsoe.eu,false,
2024-01-05 19:00:00,Portugal,Portugal,PT,63.01,74.95,93.13,89.08,entsoe.eu,false,
2024-01-05 20:00:00,Portugal,Portugal,PT,62.61,77.69,92.45,87.93,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2024-01-05 21:00:00,Portugal,Portugal,PT,60.16,78.66,92.03,86.42,Electricity Maps Estimation,true,ESTIMATED_TIME_SLICER_AVERAGE
2024-01-05 22:00:00,Portugal,Portugal,PT,59.0,82.17,90.99,83.44,entsoe.eu,false,
2024-01-05 23:00:00,Portugal,Portugal,PT,48.64,82.87,89.45,79.7,entsoe.eu,false,
2024-01-06 00:00:00,Portugal,Portugal,PT,49.07,84.96,89.12,77.38,entsoe.eu,false,
2024-01-06 01:00:00,Portugal,Portugal,PT,47.56,83.46,89.43,77.46,entsoe.eu,false,
2024-01-06 02:00:00,Portugal,Portugal,PT,49.33,85.81,89.04,76.49,entsoe.eu,false,
2024-01-06 03:00:00,Portugal,Portugal,PT,51.21,87.8,88.63,75.42,entsoe.eu,false,
2024-01-06 04:00:00,Portugal,Portugal,PT,53.99,90.87,88.1,74.03,entsoe.eu,false,
2024-01-06 05:00:00,Portugal,Portugal,PT,55.01,92.39,87.8,73.51,entsoe.eu,false,
2024-01-06 06:00:00,Portugal,Portugal,PT,53.77,91.61,87.97,74.7,entsoe.eu,false,
2024-01-06 07:00:00,Portugal,Portugal,PT,52.3,89.88,88.25,75.54,entsoe.eu,false,
2024-01-06 08:00:00,Portugal,Portugal,PT,46.59,83.64,89.4,77.8,entsoe.eu,false,
2024-01-06 09:00:00,Portugal,Portugal,PT,36.99,73.03,91.65,81.04,entsoe.eu,false,
2024-01-06 10:00:00,Portugal,Portugal,PT,32.74,67.95,92.68,82.7,entsoe.eu,false,
2024-01-06 11:00:00,Portugal,Portugal,PT,33.95,69.76,92.43,81.83,entsoe.eu,false,
2024-01-06 12:00:00,Portugal,Portugal,PT,34.32,70.38,92.36,81.6,entsoe.eu,false,
2024-01-06 13:00:00,Portugal,Portugal,PT,35.0,71.33,92.21,81.19,entsoe.eu,false,
2024-01-06 14:00:00,Portugal,Portugal,PT,36.44,73.08,91.91,80.21,entsoe.eu,false,
2024-01-06 15:00:00,Portugal,Portugal,PT,40.53,77.08,90.94,78.62,entsoe.eu,false,
2024-01-06 16:00:00,Portugal,Portugal,PT,67.11,98.66,87.7,75.83,entsoe.eu,false,
2024-01-06 17:00:00,Portugal,Portugal,PT,90.81,101.1,89.54,82.7,entsoe.eu,false,
2024-01-06 18:00:00,Portugal,Portugal,PT,104.15,108.38,88.62,85.08,entsoe.eu,false,
2024-01-06 19:00:00,Portugal,Portugal,PT,97.6,102.93,89.23,86.43,entsoe.eu,false,
2024-01-06 20:00:00,Portugal,Portugal,PT,101.56,108.15,88.08,85.82,entsoe.eu,false,
2024-01-06 21:00:00,Portugal,Portugal,PT,104.61,110.73,87.9,85.97,entsoe.eu,false,
2024-01-06 22:00:00,Portugal,Portugal,PT,90.13,105.3,88.45,81.53,entsoe.eu,false,
2024-01-06 23:00:00,Portugal,Portugal,PT,79.57,98.0,89.74,79.81,entsoe.eu,false,
2024-01-07 00:00:00,Portugal,Portugal,PT,76.09,103.0,88.17,76.51,entsoe.eu,false,
2024-01-07 01:00:00,Portugal,Portugal,PT,69.67,103.18,87.5,74.97,entsoe.eu,false,
2024-01-07 02:00:00,Portugal,Portugal,PT,70.1,114.99,84.62,67.93,entsoe.eu,false,
2024-01-07 03:00:00,Portugal,Portugal,PT,73.17,117.54,83.93,66.06,entsoe.eu,false,
2024-01-07 04:00:00,Portugal,Portugal,PT,73.48,117.5,83.92,65.68,entsoe.eu,false,
2024-01-07 05:00:00,Portugal,Portugal,PT,71.85,116.34,84.23,66.43,entsoe.eu,false,
2024-01-07 06:00:00,Portugal,Portugal,PT,72.56,111.53,85.7,70.74,entsoe.eu,false,
2024-01-07 07:00:00,Portugal,Portugal,PT,71.73,104.1,87.56,75.84,entsoe.eu,false,
2024-01-07 08:00:00,Portugal,Portugal,PT,67.33,98.1,88.65,79.12,entsoe.eu,false,
2024-01-07 09:00:00,Portugal,Portugal,PT,44.2,84.7,89.96,78.88,entsoe.eu,false,
2024-01-07 10:00:00,Portugal,Portugal,PT,38.52,77.56,91.44,80.03,entsoe.eu,false,
2024-01-07 11:00:00,Portugal,Portugal,PT,35.55,72.88,92.16,80.8,entsoe.eu,false,
2024-01-07 12:00:00,Portugal,Portugal,PT,34.92,71.8,92.28,81.16,entsoe.eu,false,
2024-01-07 13:00:00,Portugal,Portugal,PT,35.07,72.02,92.26,81.19,entsoe.eu,false,
2024-01-07 14:00:00,Portugal,Portugal,PT,37.68,75.14,91.75,80.12,entsoe.eu,false,
2024-01-07 15:00:00,Portugal,Portugal,PT,55.14,96.51,87.34,75.07,entsoe.eu,false,
2024-01-07 16:00:00,Portugal,Portugal,PT,95.96,137.72,79.5,69.77,entsoe.eu,false,
2024-01-07 17:00:00,Portugal,Portugal,PT,116.45,128.55,83.84,81.97,entsoe.eu,false,
2024-01-07 18:00:00,Portugal,Portugal,PT,112.42,123.67,84.73,83.92,entsoe.eu,false,
2024-01-07 19:00:00,Portugal,Portugal,PT,104.84,123.5,83.68,80.57,entsoe.eu,false,
2024-01-07 20:00:00,Portugal,Portugal,PT,99.41,123.34,82.94,77.41,entsoe.eu,false,
2024-01-07 21:00:00,Portugal,Portugal,PT,95.55,121.91,82.87,77.04,entsoe.eu,false,
2024-01-07 22:00:00,Portugal,Portugal,PT,85.98,124.79,81.34,71.52,entsoe.eu,false,
2024-01-07 23:00:00,Portugal,Portugal,PT,85.82,131.97,79.65,65.65,entsoe.eu,false,
2024-01-08 00:00:00,Portugal,Portugal,PT,94.05,142.73,77.95,62.68,entsoe.eu,false,
2024-01-08 01:00:00,Portugal,Portugal,PT,99.31,150.23,76.53,60.43,entsoe.eu,false,
2024-01-08 02:00:00,Portugal,Portugal,PT,103.24,155.14,75.67,59.19,entsoe.eu,false,
2024-01-08 03:00:00,Portugal,Portugal,PT,105.18,157.87,75.02,58.73,entsoe.eu,false,
2024-01-08 04:00:00,Portugal,Portugal,PT,110.08,163.95,73.87,57.48,entsoe.eu,false,
2024-01-08 05:00:00,Portugal,Portugal,PT,110.13,164.51,73.43,60.03,entsoe.eu,false,
2024-01-08 06:00:00,Portugal,Portugal,PT,109.35,162.36,73.27,64.71,entsoe.eu,false,
2024-01-08 07:00:00,Portugal,Portugal,PT,116.61,136.17,81.23,80.8,entsoe.eu,false,
2024-01-08 08:00:00,Portugal,Portugal,PT,120.06,148.02,77.86,77.07,entsoe.eu,false,
2024-01-08 09:00:00,Portugal,Portugal,PT,117.09,164.19,72.77,67.36,entsoe.eu,false,
2024-01-08 10:00:00,Portugal,Portugal,PT,107.98,154.69,74.57,68.01,entsoe.eu,false,
2024-01-08 11:00:00,Portugal,Portugal,PT,112.83,159.51,74.06,66.28,entsoe.eu,false,
2024-01-08 12:00:00,Portugal,Portugal,PT,104.8,155.43,73.98,66.06,entsoe.eu,false,
2024-01-08 13:00:00,Portugal,Portugal,PT,114.63,168.38,71.1,64.14,entsoe.eu,false,
2024-01-08 14:00:00,Portugal,Portugal,PT,127.01,182.77,68.21,61.51,entsoe.eu,false,
2024-01-08 15:00:00,Portugal,Portugal,PT,139.5,188.25,67.65,63.08,entsoe.eu,false,
2024-01-08 16:00:00,Portugal,Portugal,PT,147.83,188.38,68.11,67.15,entsoe.eu,false,
2024-01-08 17:00:00,Portugal,Portugal,PT,142.63,173.93,71.74,71.74,entsoe.eu,false,
2024-01-08 18:00:00,Portugal,Portugal,PT,139.89,170.45,72.43,72.43,entsoe.eu,false,
2024-01-08 19:00:00,Portugal,Portugal,PT,135.01,161.8,74.36,74.36,entsoe.eu,false,
2024-01-08 20:00:00,Portugal,Portugal,PT,140.83,176.06,70.56,70.56,entsoe.eu,false,
2024-01-08 21:00:00,Portugal,Portugal,PT,138.63,184.79,67.8,67.8,entsoe.eu,false,
2024-01-08 22:00:00,Portugal,Portugal,PT,144.58,205.95,62.47,60.14,entsoe.eu,false,
2024-01-08 23:00:00,Portugal,Portugal,PT,160.5,226.68,58.34,54.89,entsoe.eu,false,
2024-01-09 00:00:00,Portugal,Portugal,PT,168.68,238.08,56.24,52.37,entsoe.eu,false,
2024-01-09 01:00:00,Portugal,Portugal,PT,166.9,236.07,56.74,52.78,entsoe.eu,false,
2024-01-09 02:00:00,Portugal,Portugal,PT,162.92,230.65,57.96,53.36,entsoe.eu,false,
2024-01-09 03:00:00,Portugal,Portugal,PT,166.68,235.67,56.68,53.31,entsoe.eu,false,
2024-01-09 04:00:00,Portugal,Portugal,PT,169.57,240.31,55.48,53.96,entsoe.eu,false,
2024-01-09 05:00:00,Portugal,Portugal,PT,179.46,253.47,52.51,52.51,entsoe.eu,false,
2024-01-09 06:00:00,Portugal,Portugal,PT,176.56,247.07,53.74,53.74,entsoe.eu,false,
2024-01-09 07:00:00,Portugal,Portugal,PT,173.89,230.33,58.25,58.25,entsoe.eu,false,
2024-01-09 08:00:00,Portugal,Portugal,PT,175.99,232.1,58.01,58.01,entsoe.eu,false,
2024-01-09 09:00:00,Portugal,Portugal,PT,182.53,243.29,55.65,55.65,entsoe.eu,false,
2024-01-09 10:00:00,Portugal,Portugal,PT,181.86,246.66,54.81,53.56,entsoe.eu,false,
2024-01-09 11:00:00,Portugal,Portugal,PT,188.84,262.4,51.2,47.72,entsoe.eu,false,
2024-01-09 12:00:00,Portugal,Portugal,PT,186.22,255.48,52.86,49.84,entsoe.eu,false,
2024-01-09 13:00:00,Portugal,Portugal,PT,191.1,261.28,51.56,48.68,entsoe.eu,false,
2024-01-09 14:00:00,Portugal,Portugal,PT,182.64,247.21,54.41,52.35,entsoe.eu,false,
2024-01-09 15:00:00,Portugal,Portugal,PT,173.56,230.76,58.05,57.23,entsoe.eu,false,
2024-01-09 16:00:00,Portugal,Portugal,PT,167.12,219.29,60.48,60.48,entsoe.eu,false,
2024-01-09 17:00:00,Portugal,Portugal,PT,173.05,225.26,59.41,59.41,entsoe.eu,false,
2024-01-09 18:00:00,Portugal,Portugal,PT,170.55,221.4,60.27,60.27,entsoe.eu,false,
2024-01-09 19:00:00,Portugal,Portugal,PT,165.66,213.06,62.17,62.17,entsoe.eu,false,
2024-01-09 20:00:00,Portugal,Portugal,PT,171.97,220.85,60.7,60.7,entsoe.eu,false,
2024-01-09 21:00:00,Portugal,Portugal,PT,176.41,237.56,56.35,55.13,entsoe.eu,false,
2024-01-09 22:00:00,Portugal,Portugal,PT,183.91,255.42,52.1,49.51,entsoe.eu,false,
2024-01-09 23:00:00,Portugal,Portugal,PT,170.33,239.45,55.34,54.06,entsoe.eu,false,
2024-01-10 00:00:00,Portugal,Portugal,PT,172.21,243.51,54.43,54.43,entsoe.eu,false,
2024-01-10 01:00:00,Portugal,Portugal,PT,181.12,255.71,52.07,52.07,entsoe.eu,false,
2024-01-10 02:00:00,Portugal,Portugal,PT,175.16,247.79,53.67,53.67,entsoe.eu,false,
2024-01-10 03:00:00,Portugal,Portugal,PT,178.78,252.09,52.69,52.69,entsoe.eu,false,
2024-01-10 04:00:00,Portugal,Portugal,PT,185.57,260.64,50.87,50.87,entsoe.eu,false,
2024-01-10 05:00:00,Portugal,Portugal,PT,180.13,250.98,52.77,52.77,entsoe.eu,false,
2024-01-10 06:00:00,Portugal,Portugal,PT,167.14,223.73,59.3,59.3,entsoe.eu,false,
2024-01-10 07:00:00,Portugal,Portugal,PT,161.61,208.09,63.32,63.32,entsoe.eu,false,
2024-01-10 08:00:00,Portugal,Portugal,PT,158.86,199.67,65.59,65.59,entsoe.eu,false,
2024-01-10 09:00:00,Portugal,Portugal,PT,155.8,196.2,66.45,66.45,entsoe.eu,false,
2024-01-10 10:00:00,Portugal,Portugal,PT,158.85,213.13,61.63,61.63,entsoe.eu,false,
2024-01-10 11:00:00,Portugal,Portugal,PT,157.33,213.22,61.48,61.48,entsoe.eu,false,
2024-01-10 12:00:00,Portugal,Portugal,PT,154.22,217.5,59.73,59.73,entsoe.eu,false,
2024-01-10 13:00:00,Portugal,Portugal,PT,149.08,212.22,60.52,60.52,entsoe.eu,false,
2024-01-10 14:00:00,Portugal,Portugal,PT,155.43,220.87,58.84,58.84,entsoe.eu,false,
2024-01-10 15:00:00,Portugal,Portugal,PT,151.38,215.45,59.92,59.92,entsoe.eu,false,
2024-01-10 16:00:00,Portugal,Portugal,PT,150.09,208.47,61.66,61.66,entsoe.eu,false,
2024-01-10 17:00:00,Portugal,Portugal,PT,152.83,198.75,65.0,65.0,entsoe.eu,false,
2024-01-10 18:00:00,Portugal,Portugal,PT,149.89,196.39,65.29,65.29,entsoe.eu,false,
2024-01-10 19:00:00,Portugal,Portugal,PT,149.68,193.14,66.26,66.26,entsoe.eu,false,
2024-01-10 20:00:00,Portugal,Portugal,PT,154.39,202.85,63.95,63.95,entsoe.eu,false,
2024-01-10 21:00:00,Portugal,Portugal,PT,154.18,208.49,62.25,62.25,entsoe.eu,false,
2024-01-10 22:00:00,Portugal,Portugal,PT,155.36,213.06,61.46,61.46,entsoe.eu,false,
2024-01-10 23:00:00,Portugal,Portugal,PT,148.48,208.33,62.42,62.17,entsoe.eu,false,
2024-01-11 00:00:00,Portugal,Portugal,PT,126.24,185.11,67.27,65.22,entsoe.eu,false,
2024-01-11 01:00:00,Portugal,Portugal,PT,113.71,168.49,71.39,66.1,entsoe.eu,false,
2024-01-11 02:00:00,Portugal,Portugal,PT,112.87,167.07,71.93,65.37,entsoe.eu,false,
2024-01-11 03:00:00,Portugal,Portugal,PT,117.92,174.33,70.53,64.35,entsoe.eu,false,
2024-01-11 04:00:00,Portugal,Portugal,PT,119.16,176.61,70.06,64.54,entsoe.eu,false,
2024-01-11 05:00:00,Portugal,Portugal,PT,126.85,183.73,68.4,66.21,entsoe.eu,false,
2024-01-11 06:00:00,Portugal,Portugal,PT,121.95,165.94,72.04,72.04,entsoe.eu,false,
2024-01-11 07:00:00,Portugal,Portugal,PT,125.42,157.78,74.75,74.75,entsoe.eu,false,
2024-01-11 08:00:00,Portugal,Portugal,PT,122.25,155.1,75.13,75.13,entsoe.eu,false,
2024-01-11 09:00:00,Portugal,Portugal,PT,125.42,169.81,71.41,71.41,entsoe.eu,false,
2024-01-11 10:00:00,Portugal,Portugal,PT,126.34,180.42,68.94,66.38,entsoe.eu,false,
2024-01-11 11:00:00,Portugal,Portugal,PT,118.0,168.44,71.69,68.67,entsoe.eu,false,
2024-01-11 12:00:00,Portugal,Portugal,PT,123.81,177.75,69.68,66.64,entsoe.eu,false,
2024-01-11 13:00:00,Portugal,Portugal,PT,118.33,175.09,69.73,66.25,entsoe.eu,false,
2024-01-11 14:00:00,Portugal,Portugal,PT,122.49,179.91,68.6,65.1,entsoe.eu,false,
